"affixed"	67
"afflict"	100
"afflicted"	584
"afflicting"	62
"affliction"	583
"afflictions"	159
"afflicts"	26
"affluence"	216
"affluent"	68
"afford"	2031
"afforded"	1064
"affording"	261
"affords"	587
"affright"	91
"affrighted"	124
"affront"	266
"affronted"	121
"afloat"	198
"afoot"	52
"aforesaid"	170
"afraid"	4225
"afresh"	218
"aft"	79
"afternoon"	2638
"afterward"	212
"afterwards"	5922
"aga"	4
"age"	7449
"aged"	713
"agen"	26
"agency"	344
"agent"	732
"agents"	518
"ages"	1649
"aggrandizement"	23
"aggravate"	154
"aggravated"	243
"aggravating"	64
"aggravation"	96
"aggregate"	344
"aggressor"	92
"aggrieved"	61
"aghast"	145
"agile"	33
"agility"	133
"agitate"	90
"agitated"	744
"agitating"	66
"agitation"	890
"agitations"	74
"ago"	4416
"agonies"	260
"agonizing"	72
"agony"	846
"agrarian"	14
"agree"	1493
"agreeable"	2728
"agreeableness"	37
"agreeably"	330
"agreed"	2044
"agreeing"	157
"agreement"	485
"agreements"	31
"agrees"	183
"agricultural"	345
"agriculture"	442
"aground"	40
"ague"	99
"ah"	459
"ahead"	477
"ai"	573
"aid"	1552
"aided"	236
"aiding"	74
"aids"	95
"ailed"	34
"ailment"	49
"ails"	78
"aim"	848
"aimed"	317
"aiming"	136
"aims"	240
"air"	8791
"aired"	41
"airing"	116
"airs"	465
"airy"	285
"aisle"	87
"akin"	143
"al"	182
"alabaster"	51
"alack"	23
"alacrity"	248
"alarm"	1435
"alarmed"	1429
"alarming"	437
"alarms"	204
"alas"	1133
"albeit"	62
"alcove"	45
"alderman"	63
"aldermen"	31
"ale"	419
"alert"	203
"alertness"	29
"alexander"	1
"algebra"	64
"ali"	2
"alias"	70
"alien"	194
"alienate"	50
"alienated"	88
"alienation"	78
"alight"	171
"alighted"	251
"alighting"	72
"alike"	1546
"aliment"	21
"alive"	2142
"alla"	25
"allay"	88
"allayed"	45
"allegation"	31
"allegations"	30
"allege"	66
"alleged"	376
"alleges"	16
"allegiance"	261
"alleging"	58
"allegorical"	75
"allegory"	93
"allen"	5
"alleviate"	134
"alleviated"	85
"alleviation"	81
"alleviations"	19
"alley"	140
"alleys"	128
"alliance"	723
"alliances"	106
"allied"	536
"allies"	494
"alligator"	56
"allons"	5
"allotment"	32
"allotted"	289
"allow"	2792
"allowable"	78
"allowance"	625
"allowances"	115
"allowed"	3604
"allowing"	491
"allows"	278
"alloy"	80
"allude"	259
"alluded"	464
"alludes"	107
"alluding"	101
"allure"	64
"allured"	87
"allurements"	73
"alluring"	100
"allusion"	380
"allusions"	133
"ally"	282
"alma"	7
"almanac"	22
"almanack"	23
"almighty"	43
"almond"	40
"almonds"	30
"almoner"	16
"almost"	13910
"alms"	155
"aloes"	23
"aloft"	260
"alone"	9018
"along"	7219
"alongside"	234
"aloof"	197
"aloud"	1025
"alphabet"	100
"alphabetical"	15
"alpine"	24
"alps"	7
"already"	9488
"also"	14258
"altar"	712
"altars"	166
"alter"	685
"alteration"	747
"alterations"	330
"altercation"	107
"altered"	1197
"altering"	179
"alternate"	187
"alternately"	458
"alternative"	510
"alters"	66
"although"	4177
"altitude"	124
"altogether"	3152
"always"	18769
"amanuensis"	51
"amassed"	63
"amaze"	86
"amazed"	491
"amazement"	564
"amazing"	366
"amazingly"	90
"amazon"	5
"amazons"	2
"ambassador"	427
"ambassadors"	292
"amber"	81
"ambiguities"	32
"ambiguity"	114
"ambiguous"	201
"ambition"	1740
"ambitious"	630
"ambling"	23
"ambush"	81
"amen"	28
"amenable"	63
"amend"	105
"amended"	95
"amendment"	232
"amendments"	42
"amends"	305
"amiable"	1481
"amicable"	78
"amicably"	49
"amid"	946
"amidst"	911
"amiss"	367
"amity"	56
"ammunition"	185
"among"	12849
"amongst"	2841
"amor"	49
"amore"	27
"amorous"	223
"amount"	2468
"amounted"	483
"amounting"	211
"amounts"	270
"amour"	97
"amours"	90
"amphibious"	27
"amphitheatre"	194
"ample"	831
"amplest"	20
"amplitude"	18
"amply"	313
"amputation"	35
"amuse"	702
"amused"	903
"amusement"	1219
"amusements"	468
"amuses"	56
"amusing"	690
"analogies"	75
"analogous"	292
"analogy"	379
"analyse"	100
"analysis"	482
"analyst"	7
"analyze"	68
"anarchy"	144
"anathema"	48
"anatomical"	45
"anatomist"	32
"anatomists"	17
"anatomy"	111
"ancestor"	163
"ancestors"	786
"ancestry"	92
"anchor"	808
"anchorage"	105
"anchored"	302
"anchors"	68
"ancient"	3613
"anciently"	36
"ancients"	310
"andrew"	2
"andrews"	2
"andromeda"	1
"anecdote"	242
"anecdotes"	289
"anew"	225
"angel"	1053
"angelic"	154
"angelo"	1
"angels"	467
"anger"	1328
"angle"	398
"angler"	18
"angles"	345
"angling"	27
"angrily"	339
"angry"	2271
"anguish"	817
"angular"	96
"anima"	8
"animal"	2798
"animals"	2647
"animate"	198
"animated"	786
"animates"	51
"animating"	86
"animation"	221
"animosities"	65
"animosity"	204
"ankle"	86
"ann"	12
"anna"	6
"annals"	214
"anne"	1
"annex"	48
"annexed"	178
"annihilate"	96
"annihilated"	187
"annihilates"	26
"annihilation"	116
"anniversary"	94
"announce"	257
"announced"	905
"announces"	64
"announcing"	170
"annoy"	102
"annoyance"	305
"annoyed"	337
"annual"	947
"annually"	470
"annuities"	75
"annuity"	239
"annum"	180
"anointed"	45
"anomalous"	58
"anon"	204
"anonymous"	186
"anonymously"	33
"another"	21546
"answer"	8309
"answerable"	178
"answered"	7433
"answering"	680
"answers"	844
"ant"	238
"antagonist"	375
"antagonists"	115
"ante"	166
"antecedent"	311
"antecedently"	32
"antechamber"	44
"antediluvian"	29
"antelope"	24
"antelopes"	25
"antichrist"	2
"anticipate"	302
"anticipated"	553
"anticipates"	29
"anticipating"	139
"anticipation"	298
"anticipations"	108
"antidote"	78
"antipathies"	41
"antipathy"	160
"antipodes"	29
"antiquarian"	79
"antiquaries"	35
"antiquary"	62
"antiquated"	97
"antique"	250
"antiques"	17
"antiquities"	129
"antiquity"	566
"ants"	385
"anvil"	57
"anxieties"	192
"anxiety"	1837
"anxious"	2639
"anxiously"	548
"anybody"	1204
"anyone"	739
"anything"	7759
"anywhere"	689
"ap"	39
"apace"	103
"apart"	1227
"apartment"	1837
"apartments"	685
"apathy"	125
"ape"	109
"aperture"	116
"apes"	72
"aphorism"	22
"apiece"	108
"apocalypse"	3
"apocryphal"	35
"apologies"	208
"apologist"	23
"apologists"	38
"apologize"	112
"apologized"	56
"apologizing"	37
"apology"	614
"apoplectic"	42
"apoplexy"	63
"apostasy"	42
"apostate"	65
"apostle"	238
"apostles"	145
"apostolic"	67
"apostrophe"	49
"apothecaries"	27
"apothecary"	239
"appalled"	110
"apparatus"	423
"apparel"	236
"apparent"	1449
"apparently"	1744
"apparition"	236
"apparitions"	44
"appeal"	1116
"appealed"	375
"appealing"	185
"appeals"	206
"appear"	5522
"appearance"	5425
"appearances"	790
"appeared"	7153
"appearing"	631
"appears"	3814
"appease"	145
"appeased"	177
"appellation"	418
"appellations"	70
"appendage"	53
"appendages"	85
"appendix"	37
"appertaining"	50
"appetite"	818
"appetites"	301
"applaud"	211
"applauded"	368
"applauding"	78
"applause"	818
"apple"	385
"apples"	214
"applicable"	383
"application"	1477
"applications"	208
"applied"	2103
"applies"	252
"apply"	1151
"applying"	341
"appoint"	189
"appointed"	1741
"appointing"	83
"appointment"	707
"appointments"	111
"apposite"	41
"appreciate"	348
"appreciated"	183
"apprehend"	562
"apprehended"	563
"apprehending"	98
"apprehends"	42
"apprehension"	1196
"apprehensions"	782
"apprehensive"	425
"apprentice"	135
"apprentices"	71
"apprenticeship"	98
"apprised"	127
"approach"	1861
"approached"	1419
"approaches"	332
"approaching"	1408
"approbation"	1083
"appropriate"	541
"appropriated"	263
"approve"	749
"approved"	756
"approves"	104
"approving"	141
"apricot"	17
"apricots"	16
"april"	3
"apron"	259
"aprons"	39
"apropos"	39
"apt"	1391
"aptitude"	105
"aptly"	61
"aqueducts"	40
"aquiline"	67
"ar"	19
"arabic"	1
"arable"	39
"arabs"	1
"arbiter"	42
"arbitrarily"	61
"arbitrary"	522
"arbitration"	43
"arbour"	117
"arbours"	22
"arc"	78
"arcana"	18
"arch"	482
"archangel"	29
"archbishop"	224
"archdeacon"	24
"arched"	186
"archer"	45
"archers"	132
"archery"	35
"arches"	245
"archipelago"	59
"architect"	171
"architects"	59
"architecture"	321
"archives"	41
"archly"	63
"archness"	30
"arctic"	47
"ardent"	590
"ardently"	175
"ardour"	532
"arduous"	190
"area"	429
"arena"	158
"argent"	20
"argue"	457
"argued"	404
"argues"	116
"arguing"	181
"argument"	2359
"argumentative"	64
"arguments"	1582
"argus"	1
"argyle"	2
"aright"	101
"arise"	1520
"arisen"	448
"arises"	911
"arising"	805
"aristocracy"	305
"aristocratic"	185
"arithmetic"	167
"arithmetical"	113
"ark"	64
"arm"	3786
"armada"	17
"armament"	66
"armed"	1027
"armenian"	2
"armies"	804
"arming"	47
"armor"	116
"armour"	364
"armoury"	31
"arms"	6254
"army"	3215
"aromatic"	77
"arose"	1471
"around"	3035
"arouse"	76
"aroused"	240
"arraigned"	63
"arrange"	380
"arranged"	1186
"arrangement"	992
"arrangements"	700
"arranging"	261
"arrant"	55
"arras"	36
"array"	221
"arrayed"	118
"arrear"	43
"arrears"	82
"arrest"	387
"arrested"	515
"arresting"	44
"arrests"	34
"arrival"	2269
"arrive"	1040
"arrived"	4559
"arrives"	265
"arriving"	329
"arrogance"	202
"arrogant"	117
"arrow"	314
"arrows"	354
"ars"	10
"arsenal"	38
"arsenic"	27
"art"	5493
"artery"	22
"artful"	557
"artfully"	221
"article"	1548
"articles"	1352
"articulate"	138
"articulated"	53
"artifice"	293
"artificer"	67
"artificers"	127
"artifices"	150
"artificial"	797
"artificially"	120
"artillery"	306
"artist"	819
"artists"	311
"artless"	159
"arts"	1795
"ascend"	364
"ascendancy"	80
"ascendant"	118
"ascended"	626
"ascendency"	65
"ascending"	361
"ascends"	82
"ascension"	10
"ascent"	416
"ascertain"	637
"ascertained"	705
"ascertaining"	209
"ascetic"	76
"ascribe"	311
"ascribed"	553
"ascribes"	88
"ascribing"	72
"ash"	173
"ashamed"	1734
"ashes"	531
"ashore"	525
"asiatic"	1
"aside"	2394
"ask"	6202
"askance"	67
"asked"	9129
"asking"	1433
"asks"	441
"asleep"	1335
"asparagus"	22
"aspect"	1433
"aspects"	287
"asperity"	82
"aspersions"	33
"aspirations"	150
"aspire"	194
"aspired"	177
"aspires"	42
"aspiring"	175
"ass"	331
"assail"	71
"assailant"	74
"assailants"	117
"assailed"	217
"assassin"	179
"assassinate"	39
"assassinated"	56
"assassination"	106
"assassins"	103
"assault"	380
"assaulted"	145
"assaulting"	36
"assaults"	92
"assemblage"	218
"assemble"	181
"assembled"	927
"assemblies"	282
"assembling"	65
"assembly"	934
"assent"	434
"assented"	307
"assenting"	48
"assert"	923
"asserted"	885
"asserting"	235
"assertion"	821
"assertions"	300
"asserts"	237
"asses"	91
"assessed"	60
"assiduity"	189
"assiduous"	153
"assiduously"	107
"assign"	270
"assignable"	64
"assigned"	670
"assigning"	93
"assigns"	71
"assimilated"	63
"assist"	1339
"assistance"	2354
"assistant"	234
"assistants"	141
"assisted"	839
"assisting"	280
"assists"	51
"assize"	29
"assizes"	74
"associate"	330
"associated"	612
"associates"	284
"associating"	66
"association"	547
"associations"	448
"assuage"	48
"assuaging"	16
"assume"	993
"assumed"	1444
"assumes"	242
"assuming"	426
"assumption"	457
"assurance"	1047
"assurances"	312
"assure"	2007
"assured"	2319
"assuredly"	316
"assures"	130
"assuring"	328
"astern"	64
"asthma"	30
"asthmatic"	23
"astonish"	99
"astonished"	1202
"astonishes"	27
"astonishing"	492
"astonishingly"	48
"astonishment"	1302
"astray"	154
"astride"	52
"astrology"	38
"astronomer"	88
"astronomers"	70
"astronomical"	82
"astronomy"	177
"asunder"	278
"asylum"	193
"ate"	480
"atheism"	78
"atheist"	111
"atheists"	40
"athletic"	91
"athwart"	91
"atlas"	7
"atmosphere"	1056
"atom"	146
"atoms"	251
"atone"	157
"atoned"	45
"atonement"	163
"atrocious"	244
"attach"	266
"attached"	1314
"attaches"	92
"attaching"	114
"attachment"	1019
"attachments"	90
"attack"	1887
"attacked"	832
"attacking"	179
"attacks"	485
"attain"	534
"attainable"	119
"attained"	830
"attaining"	172
"attainment"	218
"attainments"	178
"attains"	80
"attainted"	19
"attempt"	3507
"attempted"	1682
"attempting"	625
"attempts"	1039
"attend"	2254
"attendance"	702
"attendant"	564
"attendants"	602
"attended"	2774
"attending"	795
"attends"	265
"attention"	5635
"attentions"	339
"attentive"	540
"attentively"	318
"attest"	77
"attestation"	34
"attested"	166
"attic"	85
"attire"	205
"attired"	120
"attitude"	1003
"attitudes"	146
"attorney"	488
"attract"	425
"attracted"	757
"attracting"	130
"attraction"	474
"attractions"	269
"attractive"	443
"attracts"	76
"attribute"	705
"attributed"	546
"attributes"	675
"attributing"	84
"au"	190
"auburn"	52
"auction"	114
"auctioneer"	51
"audacious"	153
"audaciously"	31
"audacity"	184
"audible"	316
"audibly"	92
"audience"	1066
"audiences"	61
"auditor"	59
"auditors"	107
"auditory"	33
"aught"	464
"augment"	173
"augmentation"	105
"augmented"	271
"augmenting"	76
"augur"	29
"augurs"	19
"august"	256
"aunt"	2543
"aunts"	87
"aura"	21
"aurora"	18
"auspices"	99
"auspicious"	106
"aussi"	18
"austere"	179
"austerity"	92
"aut"	84
"autem"	34
"authentic"	299
"authenticated"	43
"authenticity"	109
"author"	3956
"authoress"	71
"authorised"	103
"authoritative"	93
"authorities"	540
"authority"	3503
"authorized"	112
"authors"	875
"authorship"	103
"autre"	20
"autres"	25
"autumn"	649
"autumnal"	80
"aux"	69
"auxiliaries"	136
"auxiliary"	99
"av"	37
"avail"	544
"available"	273
"availed"	160
"availing"	59
"avails"	55
"avant"	14
"avarice"	542
"avaricious"	63
"avaunt"	11
"ave"	122
"avec"	71
"avenge"	132
"avenged"	89
"avenger"	38
"avenging"	67
"avenue"	295
"avenues"	114
"aver"	77
"average"	1120
"averred"	59
"averse"	277
"aversion"	654
"avert"	136
"averted"	178
"averting"	42
"avidity"	89
"avocation"	31
"avocations"	99
"avoid"	2279
"avoided"	714
"avoiding"	271
"avoids"	46
"avow"	160
"avowal"	107
"avowed"	390
"avowedly"	98
"avowing"	52
"aw"	25
"await"	228
"awaited"	294
"awaiting"	197
"awaits"	85
"awake"	865
"awaked"	69
"awaken"	271
"awakened"	757
"awakening"	208
"awakens"	50
"awakes"	34
"awaking"	78
"award"	67
"aware"	1897
"away"	19261
"awe"	672
"awed"	218
"awful"	1332
"awfully"	282
"awhile"	349
"awkward"	558
"awkwardly"	118
"awkwardness"	135
"awning"	55
"awoke"	473
"awry"	54
"axe"	242
"axes"	136
"axiom"	176
"axioms"	148
"axis"	244
"ay"	608
"aye"	281
"azure"	139
"b"	668
"babble"	45
"babbling"	53
"babe"	210
"babel"	13
"babes"	82
"babies"	155
"baby"	965
"babylon"	1
"bachelor"	217
"bachelors"	54
"back"	18462
"backed"	286
"backgammon"	33
"background"	285
"backs"	411
"backward"	393
"backwardness"	37
"backwards"	462
"bacon"	215
"bad"	5806
"bade"	709
"badge"	85
"badger"	28
"badges"	38
"badly"	426
"badness"	94
"baffle"	92
"baffled"	278
"baffles"	30
"bag"	849
"bagatelle"	26
"baggage"	353
"bags"	258
"bail"	167
"bailey"	2
"bailiff"	290
"bailiffs"	74
"bait"	145
"baited"	69
"baiting"	29
"baits"	34
"baize"	48
"bake"	77
"baked"	158
"baker"	157
"bakers"	45
"baking"	62
"balance"	1012
"balanced"	262
"balances"	84
"balancing"	127
"balconies"	39
"balcony"	190
"bald"	191
"bale"	33
"baleful"	59
"bales"	46
"balk"	21
"balked"	34
"ball"	1940
"ballad"	230
"ballads"	135
"ballast"	119
"ballot"	51
"balls"	607
"balm"	132
"balmy"	98
"balsam"	29
"balustrade"	60
"bamboo"	167
"ban"	32
"bananas"	82
"band"	827
"bandage"	73
"bandages"	46
"bandied"	27
"banditti"	115
"bands"	389
"bane"	69
"baneful"	56
"banish"	261
"banished"	474
"banishing"	40
"banishment"	154
"bank"	2054
"banker"	414
"bankers"	288
"banking"	312
"bankrupt"	126
"bankruptcy"	106
"banks"	1733
"banner"	207
"banners"	222
"banns"	25
"banquet"	306
"banquets"	53
"banter"	59
"bantering"	33
"baptism"	205
"baptismal"	31
"baptist"	4
"baptized"	98
"bar"	874
"barbarian"	163
"barbarians"	350
"barbaric"	73
"barbarism"	175
"barbarities"	23
"barbarity"	166
"barbarous"	759
"barbarously"	68
"barbed"	34
"barber"	174
"barbers"	26
"bard"	197
"bards"	51
"bare"	1327
"bared"	57
"barefaced"	59
"barefoot"	43
"barefooted"	32
"bareheaded"	39
"barely"	412
"bargain"	647
"bargained"	45
"bargains"	80
"barge"	141
"barges"	69
"bark"	685
"barked"	63
"barking"	145
"barks"	77
"barley"	284
"barn"	181
"barnes"	1
"barns"	51
"baron"	241
"baroness"	25
"baronet"	327
"barons"	171
"barony"	34
"barracks"	128
"barred"	164
"barrel"	271
"barrels"	151
"barren"	580
"barrenness"	76
"barricaded"	28
"barrier"	318
"barriers"	129
"barrister"	112
"barrow"	58
"bars"	395
"bart"	2
"barter"	140
"bartered"	35
"bartering"	17
"bas"	57
"base"	1357
"baseless"	40
"basely"	147
"baseness"	259
"baser"	63
"basest"	97
"bashful"	154
"bashfully"	18
"bashfulness"	71
"basil"	6
"basilisk"	18
"basin"	297
"basins"	66
"basis"	560
"basket"	560
"baskets"	161
"bass"	118
"bastard"	114
"bastards"	30
"bat"	100
"bates"	2
"bath"	380
"bathe"	178
"bathed"	183
"bathers"	27
"bathing"	228
"baths"	223
"bating"	42
"bats"	86
"battalion"	73
"battalions"	104
"batter"	40
"battered"	122
"batteries"	131
"battering"	78
"battery"	213
"battle"	2219
"battlements"	126
"battles"	350
"bauble"	41
"baulk"	27
"bawled"	37
"bawling"	65
"baxter"	2
"bay"	1065
"bayonet"	41
"bays"	134
"beach"	784
"beaches"	60
"beacon"	55
"beacons"	22
"bead"	30
"beads"	177
"beak"	158
"beam"	291
"beamed"	93
"beaming"	145
"beams"	380
"bean"	76
"beans"	141
"bear"	5668
"beard"	601
"bearded"	127
"beardless"	27
"beards"	108
"bearer"	226
"bearing"	1606
"bearings"	109
"bears"	820
"beast"	829
"beastly"	173
"beasts"	684
"beat"	1444
"beaten"	739
"beating"	689
"beatitude"	22
"beats"	202
"beau"	141
"beaufort"	1
"beauteous"	157
"beauties"	729
"beautified"	22
"beautiful"	6069
"beautifully"	448
"beautify"	21
"beauty"	4783
"beaux"	52
"beaver"	62
"becalmed"	48
"became"	6269
"beck"	35
"becket"	2
"beckon"	27
"beckoned"	176
"beckoning"	78
"become"	7823
"becomes"	2497
"becoming"	1503
"bed"	6520
"bedchamber"	217
"bedding"	61
"bedford"	2
"bedlam"	2
"beds"	1032
"bedside"	277
"bee"	317
"beech"	152
"beef"	415
"beer"	644
"bees"	411
"beetle"	93
"befall"	128
"befallen"	228
"befalls"	18
"befell"	105
"befit"	15
"befitting"	57
"beforehand"	369
"befriend"	86
"befriended"	41
"beg"	2461
"began"	9758
"beget"	88
"begets"	48
"begetting"	42
"beggar"	370
"beggared"	23
"beggarly"	90
"beggars"	194
"beggary"	89
"begged"	1542
"begging"	462
"begin"	3267
"beginner"	33
"beginning"	3587
"beginnings"	143
"begins"	1109
"begirt"	17
"begone"	100
"begot"	54
"begotten"	83
"begs"	222
"beguile"	79
"beguiled"	81
"begun"	1638
"behalf"	832
"behave"	626
"behaved"	847
"behaves"	60
"behaving"	131
"behavior"	115
"behaviour"	2476
"beheaded"	98
"beheld"	1501
"behind"	6264
"behindhand"	32
"behold"	1253
"beholden"	68
"beholder"	64
"beholders"	61
"beholding"	208
"beholds"	60
"behoved"	49
"behoves"	82
"beings"	1255
"bel"	31
"belaboured"	17
"belied"	40
"belief"	2159
"believe"	12874
"believed"	2953
"believer"	137
"believers"	113
"believes"	472
"believing"	722
"bell"	1408
"bella"	35
"belle"	64
"belles"	36
"bellies"	36
"bellow"	38
"bellowed"	58
"bellowing"	67
"bellows"	88
"bells"	474
"belly"	205
"belong"	1222
"belonged"	966
"belonging"	1286
"belongs"	877
"beloved"	1630
"belt"	260
"belts"	44
"ben"	55
"bench"	494
"benches"	189
"bend"	411
"bended"	47
"bending"	481
"bends"	113
"bene"	41
"beneath"	2293
"benedictine"	1
"benediction"	66
"benefactor"	361
"benefactors"	79
"benefactress"	66
"benefice"	38
"beneficence"	117
"beneficent"	197
"beneficial"	442
"benefit"	1638
"benefited"	127
"benefits"	383
"benevolence"	1005
"benevolent"	587
"benighted"	99
"benign"	89
"benignity"	56
"bennet"	1
"bent"	1534
"benumbed"	45
"bequeath"	122
"bequeathed"	236
"bequeathing"	17
"bequest"	65
"bereft"	90
"berkeley"	1
"berlin"	1
"berries"	93
"berry"	48
"berth"	122
"berwick"	1
"beseech"	462
"beseeching"	95
"beset"	231
"beside"	2236
"besides"	3487
"besieged"	275
"besiegers"	81
"besieging"	39
"besought"	261
"bespeak"	103
"best"	12452
"bestir"	28
"bestow"	775
"bestowed"	1004
"bestowing"	144
"bestows"	128
"bet"	200
"betake"	71
"betaken"	21
"bethink"	44
"bethought"	98
"betide"	35
"betimes"	81
"betook"	139
"betray"	563
